id_reclamacao;id_cliente;tipo_cliente;id_produto;nome_produto;descricao_produto;categoria_produto;preco;vendedor;tipo_vendedor;avaliacao_produto;data_compra;data_abertura;texto_reclamacao;categoria_informada_cliente;tags_sistema;classe
R00108;C0092;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;192,57;Loja do Edu;vendedor;4,0;2026-02-12;2026-03-15;o headset gamer hx-70 que recebi claramente não é autêntico da marca. a caixa veio sem lacre e o manual é uma fotocópia em preto e branco, o que mostra que esse produto é uma imitação sendo vendida como se fosse original. alguém precisa verificar esse anúncio urgente.;falsificado;ajuda|cadastro|problema|atendimento;falsificado
R00130;C0118;padrao;P028;Cafeteira elétrica Aroma 30 xícaras;Cafeteira com jarra de vidro e desligamento automático;outros;179,62;Importados do Sul;vendedor;4,9;2026-02-17;2026-03-01;A loja Importados usa a página da cafeteira para oferecer uma lista de produtos sob encomenda, sendo que alguns desses produtos têm a venda proibida neste site.;artigo_proibido;urgente|compra|ajuda;artigo_proibido
R00134;C0065;padrao;P009;Controle sem fio GamePro X;Controle bluetooth com vibração, compatível com PC e celular;game;200,14;Importados do Sul;vendedor;4,9;2026-06-02;2026-06-11;Prezados, A loja utilizou a entrega do controle para incluir na embalagem um panfleto com oferta de produto e contato de WhatsApp, com o objetivo de direcionar negociações para fora desta plataforma. A comercialização desse tipo de material constitui uma prática não permitida nos termos de uso do marketplace. Solicito que a situação seja apurada pelas equipes responsáveis. Desde já agradeço.;artigo_proibido;compra|atendimento;artigo_proibido
R00052;C0109;padrao;P015;Box trilogia O Reino Partido;Box com os três volumes da trilogia, capa dura;livro;187,81;Ponto Baixo Preço;vendedor;4,6;2026-06-03;2026-07-26;Olá, tudo bem? O box de livros chegou com um ruído anormal e se desliga sem que eu faça nada. Entrei em contato com o vendedor Ponto Baixo solicitando a troca desde a semana passada e até agora não recebi nenhuma resposta.;divergente_defeito;atendimento|produto|anuncio|pedido;divergente_defeito
R00005;C0101;premium;P001;Boneca de pano Amélia;Boneca artesanal de pano com vestido removível, 35 cm;brinquedo;88,41;ToyMundo Oficial;loja_oficial;2,6;2026-08-10;2026-08-28;Fiz um pedido pelo ToyMundo e, alguns dias depois, recebi a confirmação de entrega, mas o pacote tinha ido para outra cidade. Meu endereço no cadastro estava correto e atualizado naquele momento. Ao verificar a etiqueta gerada para o envio, percebi que os dados impressos não correspondiam ao meu endereço real. Entrei em contato com o vendedor, que não assumiu nenhuma responsabilidade pelo ocorrido. Procurei então o marketplace, e a resposta foi a mesma. Fui ao site tentar entender qual prazo se aplicaria a uma nova tentativa de entrega para minha cidade, mas não encontrei essa informação em lugar nenhum. Estou acompanhando a situação e, dependendo do desfecho, vou avaliar a possibilidade de solicitar o reembolso do valor pago.;entrega;reembolso|ajuda|compra|problema;entrega
R00028;C0047;premium;P027;Escada de alumínio 5 degraus;Escada dobrável de alumínio, capacidade de 120 kg;outros;265,90;Casa & Cia Oficial;loja_oficial;4,6;2026-08-23;2026-09-01;Comprei a Escada de alumínio 5 degraus com prazo suficiente para que chegasse antes de uma data específica, porém o aniversário já passou e o produto ainda não está em meu poder. O pedido permanece sem movimentação até o momento.;entrega;pagamento|atendimento|ajuda|pedido;entrega
R00034;C0011;padrao;P014;Volante com pedais RaceOne;Volante de 900 graus com pedais e câmbio borboleta;game;767,93;GameStation Oficial;loja_oficial;2,6;2026-03-08;2026-03-22;O RaceOne parou de funcionar após três dias de uso, e o botão principal já afundou na primeira vez que foi pressionado. O produto ainda está dentro do período de garantia e solicito a troca imediata. Registro ainda que a entrega chegou com mais de dez dias de atraso em relação ao prazo informado no momento da compra. Obrigado pela atenção.;divergente_defeito;produto|cadastro|pedido;divergente_defeito
R00099;C0093;padrao;P011;Teclado mecânico K-500;Teclado mecânico ABNT2 com iluminação configurável;game;407,97;Comercial Andrade;vendedor;4,0;2026-06-07;2026-07-28;O teclado não foi reconhecido pelo aplicativo oficial da marca ao tentar registrá-lo na plataforma de autenticidade. Solicito que o anúncio do vendedor Comercial Andrade seja removido e que meu reembolso seja processado o quanto antes. Desde já agradeço.;falsificado;compra|ajuda|pedido|frete;falsificado
R00097;C0062;padrao;P004;Blocos de montar Cidade 350 peças;Kit de blocos plásticos compatíveis com as principais marcas;brinquedo;100,07;Ponto Baixo Preço;vendedor;2,8;2026-08-07;2026-08-31;Comprei os blocos e fiquei extremamente insatisfeito com a qualidade do produto recebido. As peças apresentam acabamento visivelmente inferior ao padrão original, com cores e detalhes do logotipo completamente fora do esperado. Já adquiri este mesmo produto anteriormente e consigo identificar claramente que se trata de uma falsificação, o que é confirmado pelas avaliações de outros compradores do vendedor Ponto Baixo. Solicito uma solução imediata para este problema.;falsificado;ajuda|compra|urgente;falsificado
R00059;C0055;padrao;P002;Carrinho de controle remoto TurboMax;Carrinho off-road com controle de 2,4 GHz e bateria recarregável;brinquedo;136,30;Ponto Baixo Preço;vendedor;3,5;2026-02-16;2026-04-05;o carrinho de controle remoto turbomax que comprei na ponto baixo preço não tem nada a ver com o que tava escrito na descrição, as especificações que apareciam no anuncio não batem com o produto que chegou aqui na minha mão. quero que resolvam isso pra mim;divergente_defeito;compra|garantia|atendimento;divergente_defeito
R00018;C0087;padrao;P022;Base líquida tom 230;Base líquida de cobertura média, 30 ml;maquiagem;43,67;Bazar da Serra;vendedor;3,6;2026-05-08;2026-05-19;Fiz a compra da base tom 230 com antecedência de duas semanas em relação à data de aniversário para a qual era destinada, porém o produto não estava em mãos quando a ocasião chegou. O pedido permanece sem movimentação até o momento. E de quebra o aplicativo não me deixa alterar o endereço de um outro pedido, fica o registro. Desde já agradeço.;devolucao_ressarcimento;atendimento|pedido;entrega
R00152;C0034;padrao;P016;Romance A Casa dos Ventos;Romance, 384 páginas, capa comum;livro;47,93;Estoque Livre;vendedor;4,7;2026-06-28;2026-07-26;O livro chegou ao vendedor há duas semanas, conforme confirmado pelo rastreamento, e desde então aguardo que os R$ 47,93 sejam processados. O valor ainda não aparece disponível na minha conta. Consultei a política do site mas não consegui identificar qual prazo se aplica à minha situação. Gostaria de saber quando esse montante será creditado.;devolucao_ressarcimento;ajuda|problema|anuncio;devolucao_ressarcimento
R00153;C0027;premium;P028;Cafeteira elétrica Aroma 30 xícaras;Cafeteira com jarra de vidro e desligamento automático;outros;115,60;Casa & Cia Oficial;loja_oficial;4,9;2026-04-26;2026-04-29;paguei r$ 115,60 na cafeteira elétrica aroma 30 xícaras e o valor que voltou pra minha conta foi menor do que isso. a diferença simplesmente sumiu, entrei em contato mas ninguem consegue me dizer onde foi parar esse dinheiro. preciso receber o valor completo que paguei;devolucao_ressarcimento;atendimento|anuncio|ajuda|problema;devolucao_ressarcimento
R00117;C0092;padrao;P029;Panela de pressão 4,5 litros;Panela de pressão com fechamento externo e válvula de segurança;outros;98,30;Bazar da Serra;vendedor;4,3;2026-08-03;2026-10-02;A Panela de pressão 4,5 litros recebida apresenta costuras, impressão e coloração do logotipo visivelmente divergentes do padrão divulgado pela marca em seus canais oficiais, o que, somado aos relatos idênticos de outros compradores do vendedor Bazar da Serra, indica que o produto comercializado é uma imitação vendida como se fosse autêntica da marca. Solicito resolução urgente do caso.;divergente_defeito;problema|atendimento|pedido|reembolso;falsificado
R00088;C0014;premium;P012;Mouse gamer Vortex 12000 dpi;Mouse com sensor óptico de 12000 dpi e 7 botões;game;143,55;Central das Marcas;vendedor;4,3;2026-02-11;2026-03-28;Após realizar minha compra do Vortex, recebi um e-mail suspeito se passando pela plataforma, contendo um link para pagamento do pedido. Acredito que o vendedor Central das Marcas pode ter sido responsável pelo vazamento dos meus dados pessoais e informações da compra. Fico no aguardo.;fraude_vendedor;frete|atendimento|urgente|pedido;fraude_vendedor
R00176;C0012;padrao;P003;Quebra-cabeça 1000 peças Paisagem Alpina;Quebra-cabeça de 1000 peças, 70 x 50 cm montado;brinquedo;67,60;Armazém 21;vendedor;2,7;2026-04-12;2026-04-26;Solicitei a devolução do quebra-cabeça, que foi aprovada pelo sistema, porém a coleta do item ainda não foi agendada. Estou aguardando o reembolso no valor de R$ 67,60. Fico no aguardo.;divergente_defeito;produto|ajuda|problema;devolucao_ressarcimento
R00043;C0098;padrao;P029;Panela de pressão 4,5 litros;Panela de pressão com fechamento externo e válvula de segurança;outros;132,09;Vitrine Norte;vendedor;3,3;2026-07-15;2026-08-07;veio o modelo errado!!! pedi a Panela de pressao 4,5 litros e chegou outro parecido mas nao e o que eu pedi. alguem resolve isso pfv E a caixa veio amassada, o transporte também não ajudou.;divergente_defeito;pagamento|atendimento|pedido;divergente_defeito
R00068;C0012;padrao;P030;Luminária de mesa articulada;Luminária LED com braço articulado e três tons de luz;outros;127,24;Central das Marcas;vendedor;3,3;2026-07-28;2026-08-06;Fiz a compra de uma Luminária de mesa articulada e, dias depois, recebi uma mensagem eletrônica que não partiu dos canais oficiais da plataforma. O conteúdo dessa mensagem trazia detalhes precisos sobre a transação, incluindo o item adquirido e informações específicas da compra, o que me chamou atenção imediatamente. A mensagem continha um link direcionando para um pagamento relacionado ao pedido. Considerando que esses dados são restritos, o vendedor Central das Marcas figura como o único com acesso a eles no momento em que a situação ocorreu. Consultei o blog da plataforma em busca de orientações sobre o que acontece com o valor pago em circunstâncias como essa, mas as informações disponíveis abordam apenas a etapa anterior à finalização da compra, sem esclarecer os próximos passos para quem já passou por isso.;entrega;compra|pedido;fraude_vendedor
R00131;C0039;padrao;P030;Luminária de mesa articulada;Luminária LED com braço articulado e três tons de luz;outros;108,55;Bazar da Serra;vendedor;4,3;2026-02-21;2026-04-19;A Luminária de mesa articulada vendida pelo Bazar da Serra inclui como brinde, conforme mostrado na terceira foto do anúncio, um item que a plataforma remove quando colocado à venda de forma independente. Solicito que o anúncio seja analisado pela equipe responsável.;artigo_proibido;ajuda|frete|pedido;artigo_proibido
R00169;C0120;premium;P024;Kit pincéis de maquiagem 12 peças;Kit com 12 pincéis e estojo de viagem;maquiagem;75,81;BelezaViva Oficial;loja_oficial;4,6;2026-01-18;2026-02-14;Prezados, Adquiri o kit de pincéis por R$ 75,81 em oferta promocional, porém o crédito lançado na minha conta corresponde a um montante inferior ao que efetivamente paguei. Solicito a correção do crédito para R$ 75,81, preço promocional cobrado na compra.;devolucao_ressarcimento;compra|anuncio|problema;devolucao_ressarcimento
R00160;C0100;padrao;P024;Kit pincéis de maquiagem 12 peças;Kit com 12 pincéis e estojo de viagem;maquiagem;110,67;BelezaViva Oficial;loja_oficial;4,1;2026-03-21;2026-04-13;Recusei o recebimento do kit de pincéis no momento da entrega porque a embalagem estava danificada, e o item retornou ao vendedor BelezaViva Oficial sem que eu o aceitasse. Mesmo assim, as cobranças parceladas seguem sendo realizadas normalmente no meu cartão.;devolucao_ressarcimento;urgente|atendimento|devolucao;devolucao_ressarcimento
R00047;C0112;padrao;P012;Mouse gamer Vortex 12000 dpi;Mouse com sensor óptico de 12000 dpi e 7 botões;game;106,00;GameStation Oficial;loja_oficial;4,7;2026-07-20;2026-09-04;Bom dia. A caixa do Mouse gamer Vortex 12000 dpi chegou sem todos os itens listados no manual, e os componentes ausentes são necessários para o funcionamento do produto. Entrei em contato aguardando uma solução. Fico no aguardo.;fraude_vendedor;urgente|pedido|devolucao;divergente_defeito
R00150;C0074;padrao;P010;Headset gamer HX-70;Headset com microfone destacável e som posicional;game;225,62;Armazém 21;vendedor;4,6;2026-07-14;2026-07-28;A loja Armazém apresenta na página do HX-70 uma lista de produtos que podem ser pedidos sob encomenda, e alguns desses produtos estão bloqueados para venda no marketplace. Fico no aguardo.;artigo_proibido;garantia|problema|atendimento;artigo_proibido
R00037;C0030;padrao;P021;Paleta de sombras 18 cores Sunset;Paleta com 18 tons matte e cintilantes;maquiagem;101,26;BelezaViva Oficial;loja_oficial;3,0;2026-01-25;2026-03-12;Quando o pedido finalmente chegou, depois de mais de dez dias além do prazo informado no momento da compra, abri a embalagem e conferi o manual. A lista de componentes indicava peças que simplesmente não estavam dentro da caixa. Sem esses itens, a paleta não tem como ser utilizada. Tentei verificar as condições de garantia para entender como proceder, mas não consegui identificar o prazo aplicável à minha categoria de produto.;divergente_defeito;ajuda|anuncio|problema;divergente_defeito
R00154;C0018;padrao;P033;Suporte veicular para celular;Suporte de painel com trava automática;outros;68,42;Importados do Sul;vendedor;3,7;2026-07-02;2026-07-12;Comprei o Suporte veicular para celular no dia 02/07 e quero cancelar o pedido. Preciso saber como proceder para remeter o produto ao vendedor e reaver meu dinheiro. Quais são as etapas necessárias para isso e qual é o prazo disponível? Fico no aguardo.;entrega;problema|urgente|garantia;devolucao_ressarcimento
R00106;C0068;premium;P014;Volante com pedais RaceOne;Volante de 900 graus com pedais e câmbio borboleta;game;745,31;Estoque Livre;vendedor;3,2;2026-07-11;2026-07-25;Boa noite. Levei o Volante com pedais RaceOne a uma assistência autorizada e o técnico se recusou a fazer o atendimento, pois identificou que o produto não é fabricado pela marca. O valor que paguei corresponde ao de um produto genuíno da fabricante, mas o que recebi não passou pela linha de produção dela.;falsificado;compra|urgente|atendimento;falsificado
R00057;C0070;padrao;P001;Boneca de pano Amélia;Boneca artesanal de pano com vestido removível, 35 cm;brinquedo;60,09;Armazém 21;vendedor;2,5;2026-05-26;2026-06-09;Recebi a boneca e, ao abrir a caixa, percebi que alguns itens listados no manual não estavam incluídos no pacote. Sem essas peças, o produto não pode ser utilizado.;divergente_defeito;pagamento|produto|problema;divergente_defeito
R00044;C0085;padrao;P031;Mochila executiva impermeável;Mochila para notebook de até 15,6 polegadas, com saída USB;outros;196,58;Ponto Baixo Preço;vendedor;3,5;2026-03-16;2026-03-21;Comprei a Mochila executiva impermeável há poucos dias e já apresentou defeito: uma peça veio rachada de fábrica e o produto parou de funcionar após apenas três dias de uso. O item ainda está dentro do prazo de garantia e solicito a substituição imediata. Aguardo contato do vendedor para resolução. Vi que existe uma tabela de garantia mas não descobri o prazo da minha categoria.;devolucao_ressarcimento;pedido|frete|ajuda;divergente_defeito
R00124;C0078;padrao;P013;Cadeira gamer ErgoMax;Cadeira reclinável com apoio lombar, até 120 kg;game;724,77;Comercial Andrade;vendedor;3,3;2026-01-28;2026-02-04;A aquisição da cadeira veio acompanhada de material promocional incentivando a realização de negócios por meio de canal externo à plataforma, com contato direto via WhatsApp. Trata-se de uma prática que viola as regras de comercialização vigentes neste marketplace, razão pela qual registro formalmente a ocorrência.;artigo_proibido;pedido|problema;artigo_proibido
R00121;C0074;padrao;P015;Box trilogia O Reino Partido;Box com os três volumes da trilogia, capa dura;livro;184,26;Central das Marcas;vendedor;4,1;2026-06-08;2026-06-30;A terceira imagem do anúncio do Box trilogia O Reino Partido mostra um brinde que, ao que parece, não pode ser comercializado nesta plataforma. Solicito que o vendedor Central das Marcas seja analisado por esta irregularidade.;artigo_proibido;compra|pedido|cadastro;artigo_proibido
R00156;C0028;premium;P023;Batom matte vermelho cereja;Batom de longa duração, acabamento matte;maquiagem;44,50;Ponto Baixo Preço;vendedor;2,6;2026-07-27;2026-08-04;Pedi a coleta do Batom matte vermelho cereja, a coleta teve aprovação no sistema, mas nenhum agendamento aconteceu até agora. O crédito de R$ 44,50 referente ao produto ainda não apareceu na minha conta. Aguardo uma posição sobre o andamento do caso.;divergente_defeito;urgente|compra|atendimento|pagamento;devolucao_ressarcimento
R00115;C0089;premium;P033;Suporte veicular para celular;Suporte de painel com trava automática;outros;65,92;Loja do Edu;vendedor;3,5;2026-02-21;2026-03-14;Bom dia. Comprei o suporte veicular para celular na Edu e, ao receber o produto, notei que ele estava diferente do que foi anunciado, pois não havia selo de identificação do fabricante nem nota fiscal do fabricante na embalagem. Ao examinar o item com mais atenção, ficou evidente que se trata de uma imitação comercializada como se fosse um produto autêntico da marca. Solicito análise do anúncio e aguardo retorno.;divergente_defeito;problema|pedido|anuncio;falsificado
R00056;C0007;padrao;P014;Volante com pedais RaceOne;Volante de 900 graus com pedais e câmbio borboleta;game;773,60;MegaOfertas SP;vendedor;4,4;2026-06-08;2026-06-19;Recebi o volante com defeito: uma peça veio rachada e o produto não liga. A compra foi realizada em 08/06 e solicito a troca do item.;divergente_defeito;garantia|atendimento|ajuda;divergente_defeito
R00022;C0027;premium;P027;Escada de alumínio 5 degraus;Escada dobrável de alumínio, capacidade de 120 kg;outros;202,01;MegaOfertas SP;vendedor;3,7;2026-07-13;2026-08-05;O status do meu pedido foi atualizado para entregue, porém a Escada de alumínio 5 degraus não chegou até mim e a portaria do meu prédio confirmou que nenhuma encomenda foi recebida no meu nome. Solicito que o envio seja rastreado e o problema resolvido.;entrega;produto|pedido|compra|frete;entrega
